asin,title,keyword_ids,english_keywords,relevance_pct,n,matches
B0CNY3YHMH,Gastronoma Forno per pizza - Forno per pizza con cupola in terracotta per 6 persone - Cupola per pizza - 1000 Watt - Preparazione in 5-7 minuti - con accessori - Cupola piatta,,,,0,
B0CSG85PRM,"Lenco LBT-335BA - Draaitafel met Bluetooth®, behuizing van echt bamboe en 2M Red pick-up",27;36;461;122;127;673,bluetooth headphones|headphone stand|PC case|record player|radio|preamplifier,100;100;100;50;50;50,6,"bluetooth headphones(id27,100%,body) | headphone stand(id36,100%,body) | PC case(id461,100%,body) | record player(id122,50%,body) | radio(id127,50%,body) | preamplifier(id673,50%,body)"
B0CW9SMSXB,"Gastronoma 18290005 Airfryer Gastronoma 18290005 - Airfryer con capacità di 4,2 litri, display touch digitale e protezione contro il surriscaldamento - Nero/Argento",42,airfryer,100,1,"airfryer(id42,100%,body)"
B0CX1XVK5S,Gastronoma 18310013 Vacuüm foodsealer,261;56;488,network cable|sous vide|vacuum sealer,100;83;83,3,"network cable(id261,100%,body) | sous vide(id56,83%,body) | vacuum sealer(id488,83%,body)"
B0CX1YB3WZ,Gastronoma 18310012,261,network cable,100,1,"network cable(id261,100%,body)"
B0CX21Y19R,Gastronoma 18310015 - Báscula electrónica de cocina,55;221,kitchen scale|button cell battery,100;50,2,"kitchen scale(id55,100%,title) | button cell battery(id221,50%,body)"
B0CX228SJH,Gastronoma 18620001 - Eiswürfelbereiter,494,freezer,100,1,"freezer(id494,100%,body)"
B0CX5L2W33,Gastronoma 18200002 - Batidora de mano,47,hand blender,100,1,"hand blender(id47,100%,title)"
B0CX5N5CDS,Gastronoma 18290004 - Freidora de aire caliente,42,airfryer,100,1,"airfryer(id42,100%,title)"
B0D3X4TQG8,"Ikarao Break X2 Karaoke Machine met 10,1"" Touchscreen, 300W Bluetooth Speaker, 2 Draadloze Microfoons en LED Verlichting – Ideaal voor Verjaardagen, Feesten & Zowel Binnen als Buiten Gebruik",1;21;318,bluetooth speaker|wireless speakers for tv|wireless microphone,100;80;80,3,"bluetooth speaker(id1,100%,title) | wireless speakers for tv(id21,80%,body) | wireless microphone(id318,80%,title)"
B0D45NT6X2,Alecto DVM149 Baby Monitor con Telecamera – Serie di Baby Monitor Video,,,,0,
B0D7P96Q2C,"Ikarao Break X1 Karaoke Machine met 13,3"" Touchscreen, 800W Bluetooth Speaker, 2 Draadloze Microfoons en LED Verlichting – Ideaal voor Verjaardagen, Feesten & Zowel Binnen als Buiten Gebruik",1;21;318,bluetooth speaker|wireless speakers for tv|wireless microphone,100;80;80,3,"bluetooth speaker(id1,100%,title) | wireless speakers for tv(id21,80%,body) | wireless microphone(id318,80%,title)"
B0DB5MFD4Y,Gastronoma 18110002 - Cafetera espresso con café molido y espumador de leche - Cafetera con granos molidos - Negro,53;52,milk frother|espresso machine,100;71,2,"milk frother(id53,100%,title) | espresso machine(id52,71%,title)"
B0DCVKGRGC,"Lenco LS-470WA Alles-in-één Platenspeler met Bluetooth, Vier Ingebouwde Speakers (80W) en Audio Technica Element - Expertise Lijn, Walnoot Afwerking",136;1;16,record player with speakers|bluetooth speaker|wooden bluetooth speaker,100;67;50,3,"record player with speakers(id136,100%,title) | bluetooth speaker(id1,67%,title) | wooden bluetooth speaker(id16,50%,body)"
B0DCVKJGLX,"Lenco PDR-060WD Draagbare DAB+/FM-radio met bluetooth, 10W luidspreker en 14u batterij, zwart",102;128;273;1;10,portable radio|dab+ radio|sd card|bluetooth speaker|portable speaker,100;100;62;50;50,5,"portable radio(id102,100%,title) | dab+ radio(id128,100%,title) | sd card(id273,62%,body) | bluetooth speaker(id1,50%,body) | portable speaker(id10,50%,body)"
B0DCVKZ36Q,"Lenco LBT-345WA Draaitafel met Bluetooth® en 2M Red pickup, inclusief verchroomde draaitafelstabilisator - walnoot",122;673,record player|preamplifier,100;100,2,"record player(id122,100%,body) | preamplifier(id673,100%,body)"
B0DCZQX11P,Karaoke,21;371;625;5;215;533;538;1;9;10;11;314;363;559;679,wireless speakers for tv|usb c to hdmi|wireless microphone system|party speaker|usb c charger|audio interface|speaker cable|bluetooth speaker|smart speaker|portable speaker|wifi speaker|usb microphone|hdmi cable|wireless HDMI|PA speaker,100;100;100;75;75;75;75;62;50;50;50;50;50;50;50,15,"wireless speakers for tv(id21,100%,body) | usb c to hdmi(id371,100%,body) | wireless microphone system(id625,100%,body) | party speaker(id5,75%,body) | usb c charger(id215,75%,body) | audio interface(id533,75%,body) | speaker cable(id538,75%,body) | bluetooth speaker(id1,62%,body) | smart speaker(id9,50%,body) | portable speaker(id10,50%,body) | wifi speaker(id11,50%,body) | usb microphone(id314,50%,body) | hdmi cable(id363,50%,body) | wireless HDMI(id559,50%,body) | PA speaker(id679,50%,body)"
B0DJ2WKM8X,Lenco TTA-6IN1-6-in-1 draaitafel accessoireset - Deluxe-set voor platenreiniging - hoogwaardig hout,573;558,turntable stylus|projector,100;50,2,"turntable stylus(id573,100%,body) | projector(id558,50%,body)"
B0DMP1ZBQH,Lenco LS-570OK - Draaitafel met ingebouwde luidsprekers en Bluetooth® - Draaitafel op poten - Eikenhout,255;573;127;673,laptop stand|turntable stylus|radio|preamplifier,100;100;50;50,4,"laptop stand(id255,100%,body) | turntable stylus(id573,100%,body) | radio(id127,50%,body) | preamplifier(id673,50%,body)"
B0DN1LP7QM,"Alecto DVM2028 - Babyfoon met camera en 2,8 inch scherm - nachtzicht, temperatuurweergave en tot 19 uur standby-tijd - wit/grijs",313;404,microphone|night light,100;100,2,"microphone(id313,100%,body) | night light(id404,100%,body)"
B0DN69JSHJ,"Alecto DVM2043 - Babyfoon met camera, groot 4,3"" kleurendisplay en nachtlampje - afstandsbediening - wit",404,night light,100,1,"night light(id404,100%,title)"
B0DNR7CFD5,"Lenco LBT-215BK - Draaitafel met Bluetooth® en metalen draaitafel, toonarm en contragewicht - Piano Black exclusieve kleur",314;122;673,usb microphone|record player|preamplifier,100;50;50,3,"usb microphone(id314,100%,body) | record player(id122,50%,body) | preamplifier(id673,50%,body)"
B0DNT8NVY9,"Lenco TTA-180TN - Estabilizador de placas con efectos de luz RGB, peso de 250 g y bola de discoteca en uno, titanio",402,disco ball,100,1,"disco ball(id402,100%,title)"
B0DRCS5N6R,"Lenco L-455BK - Draaitafel met zichtbare riemaandrijving, frame van geborsteld aluminium en Ortofon 2M RED pick-up - zwart",573;125;127;140;673,turntable stylus|amplifier|radio|equalizer|preamplifier,100;50;50;50;50,5,"turntable stylus(id573,100%,body) | amplifier(id125,50%,body) | radio(id127,50%,body) | equalizer(id140,50%,body) | preamplifier(id673,50%,body)"
B0DT9QTCJD,"Alecto DBX135 - Babyphone audio moderne Full Eco avec qualité sonore DECT cristalline, longue autonomie en veille et veilleuse - Blanc/gris",645;218;224;404,camera battery|rechargeable batteries|aaa batteries|night light,100;62;62;50,4,"camera battery(id645,100%,body) | rechargeable batteries(id218,62%,body) | aaa batteries(id224,62%,body) | night light(id404,50%,title)"
B0DTKNYWY9,Alecto DBX130 - Babyphone - Babyfon - Baby Phone - Babyphone Ohne Kamera,,,,0,
B0DXKSY82W,"Alecto BW1000 - Calentador de biberones portátil para usar fuera de casa y en viajes, compatible con casi todos los biberones - Blanco",247;476,laptop bag|laptop sleeve,100;100,2,"laptop bag(id247,100%,body) | laptop sleeve(id476,100%,body)"
B0DY1DCRCM,"Alecto DVM2050 - Babyfoon met HD-camera, groot 5 inch kleurendisplay en nachtlampje - afstandsbediening - wit",404,night light,100,1,"night light(id404,100%,title)"
B0F6927KVP,"Ikarao Shell S1 Karaokesysteem Touchscreen, Incl. microfoon",371;254;318;1;314;559,usb c to hdmi|usb stick|wireless microphone|bluetooth speaker|usb microphone|wireless HDMI,100;62;62;50;50;50,6,"usb c to hdmi(id371,100%,body) | usb stick(id254,62%,body) | wireless microphone(id318,62%,body) | bluetooth speaker(id1,50%,body) | usb microphone(id314,50%,body) | wireless HDMI(id559,50%,body)"
B0F9YJ4GW1,"Alecto DBX140 – Écoute-bébé moderne Full Eco Audio avec qualité sonore DECT claire, écran et veilleuse – Blanc/gris",155;341;218;224;404;426,alarm system|intercom system|rechargeable batteries|aaa batteries|night light|spotting scope,100;100;83;83;67;67,6,"alarm system(id155,100%,body) | intercom system(id341,100%,body) | rechargeable batteries(id218,83%,body) | aaa batteries(id224,83%,body) | night light(id404,67%,title) | spotting scope(id426,67%,body)"
B0FKMLZZ4K,"Alecto CW30 - Seniorentelefon mit großen Foto- und Zifferntasten, ausgestattet mit besonders lautem Gesprächsvolumen - Schwarz",441;438;447,senior phone|landline phone|telephone cable,100;50;50,3,"senior phone(id441,100%,title) | landline phone(id438,50%,body) | telephone cable(id447,50%,body)"
B0FKMMY8BS,"Alecto DBX150 - Écoute-bébé de luxe Full Eco DECT Audio avec projecteur, écran, veilleuse et berceuses - Blanc/gris",218;404,rechargeable batteries|night light,100;80,2,"rechargeable batteries(id218,100%,body) | night light(id404,80%,title)"
B0FS1WQWG8,Melissa Schokobrunnen - Schokofondue 3 Etagen - Schokoladenbrunnen 32 cm - Warmhaltefunktion - Weiß/Rot,,,,0,
B0FVMLSVBQ,Gastronoma 18290008 freidora Individual 10 L Independiente 2400 W Freidora de aire caliente Negro,42,airfryer,100,1,"airfryer(id42,100%,title)"
B0FVRH8B3P,"Gastronoma 18290006 freidora Doble 9 L Independiente 2400 W Freidora baja en grasa Negro, Acero inoxidable",50;79;177,deep fryer|dishwasher|thermostat,100;50;50,3,"deep fryer(id50,100%,title) | dishwasher(id79,50%,body) | thermostat(id177,50%,body)"
B0FVY8N43W,"ELEC EVM24 - Babyfoon met camera en 2,4-inch kleurendisplay - Nachtzicht en Intercomfunctie - Wit",313,microphone,100,1,"microphone(id313,100%,body)"
B0FX5289FN,"Butler Cafetera compacta - 2 tazas de porcelana - 0,25 L - 450 W - Ahorro de energía - Apagado automático - Filtro de nailon reutilizable - Ideal para caravanas, casas de vacaciones y cocinas pequeñas",43,coffee maker,100,1,"coffee maker(id43,100%,title)"
B0FXH7NQC4,Alecto BW800 Chauffe-biberon pour bébé,172,heating,100,1,"heating(id172,100%,body)"
B0FXM88VGN,"Butler Kaffeemühle, Gewürzmühle, Kaffeemühle Elektrisch, Coffee Grinder, Mühle, Elektrische Kaffeemühle - 150W - mit Edelstahlmahlwerk - 70g Mahlbehälter - Schwarz - für Espresso und Lungo",634,coffee grinder,100,1,"coffee grinder(id634,100%,title)"
B0FXM8WHD3,"Butler Cafetière à portion unique 0,4 l – 750 W – Fonction minuterie – Écran LCD – Tasse de voyage isolée – Arrêt automatique – Filtre en nylon réutilisable – Noir",43;638,coffee maker|smart button,100;100,2,"coffee maker(id43,100%,title) | smart button(id638,100%,body)"
B0FXY1BRVR,"Melissa Mechanische Küchenwaage, Analog mit Edelstahlschüssel, Küchenwaage Digital, Waage Küche, Küchenwage, Küchenwaagen 5kg Kapazität, 25g Skalierung, Schwarz, Abnehmbare Schale, Metallgehäuse",55,kitchen scale,100,1,"kitchen scale(id55,100%,title)"
B0FZ9YKYQF,Gastronoma 18100004 - Cafetera y tetera Ice,491,water filter jug,100,1,"water filter jug(id491,100%,body)"
B0FZ9YNZQV,Gastronoma 18140003 - Grille-pain plat avec grande surface de toast,46,toaster,100,1,"toaster(id46,100%,title)"
B0FZ9Z8DHV,Gastronoma 18270102 - Cuiseur à œufs,487,egg boiler,100,1,"egg boiler(id487,100%,title)"
B0FZB2SLM4,Gastronoma 18300101 – Juego de parrilla para raclette/gourmet/piedra,60,raclette grill,100,1,"raclette grill(id60,100%,title)"
B0FZB3LS2D,Gastronoma 1823010101 - Citruspers,,,,0,
B0FZB4S7C2,Gastronoma 18210101 - Mini hachoir,79,dishwasher,100,1,"dishwasher(id79,100%,body)"
B0GH239D2Z,"Alecto DVM2060 - Babyphone double mode avec caméra et application - Écran couleur 5"" - Full HD (1080p) - Caméra télécommandée avec zoom numérique jusqu'à 10x - Blanc",426;404,spotting scope|night light,100;50,2,"spotting scope(id426,100%,body) | night light(id404,50%,body)"
B0GKGNC1ZZ,"Lenco LS-700BK - Giradischi HiFi ad alta potenza con altoparlanti, Bluetooth e 2M Red - Amplificatore stereo integrato con 2 x 100 Watt RMS - Nero",136;16;237;538,record player with speakers|wooden bluetooth speaker|monitor arm|speaker cable,100;67;50;50,4,"record player with speakers(id136,100%,title) | wooden bluetooth speaker(id16,67%,body) | monitor arm(id237,50%,body) | speaker cable(id538,50%,body)"
B0GRWQDLD3,Giradischi Bluetooth Lenco - Giradischi a cinghia e trazione diretta di alta qualità con braccio regolabile,122,record player,100,1,"record player(id122,100%,title)"
B0GRWQN3TF,Lenco Bluetooth Vinyl Record Player – Premium Belt & Direct Drive Turntable with Adjustable Tonearm,122,record player,100,1,"record player(id122,100%,title)"
B0GRWT2WDP,Tocadiscos de Vinilo Lenco con Bluetooth: Tocadiscos Premium de transmisión Directa y Correa con Brazo Ajustable,122,record player,100,1,"record player(id122,100%,title)"
B0GRWVY184,Tocadiscos de vinilo Lenco Con Bluetooth: tocadiscos Premium de transmisión directa y Correa Con brazo Ajustable,122,record player,100,1,"record player(id122,100%,title)"
B0GRWW99TN,Lenco Bluetooth vinylplatenspeler – Premium draaitafel met riem- en directe aandrijving en verstelbare toonarm,,,,0,
B0GRX4WCX3,Platine vinyle Bluetooth Lenco – Platine haut de gamme à entraînement par courroie et direct avec bras de lecture réglable,122,record player,100,1,"record player(id122,100%,title)"
B0GS72MN6Q,"Alecto Baby Monitor Video Telecamera, Visione Notturna e Display – Monitoraggio Sicuro del Bambino",,,,0,
B0GS72Q6V6,"Alecto Moniteur Bébé Vidéo avec Caméra, Vision Nocturne et Écran – Surveillance Bébé Sécurisée",,,,0,
B0GS72WP7C,"Alecto Video-Babyphone mit Kamera, Nachtsicht und Display – Sichere Babyüberwachung",,,,0,
B0GS733HD9,"Alecto Videobabyfoon met Camera, Nachtzicht en Scherm – Veilige Babybewaking",,,,0,
B0GS7587J3,"Babyphone Vidéo Alecto avec Caméra, Vision Nocturne et Écran – Surveillance Bébé Sécurisée",,,,0,
B0GS7688YH,Alecto Vigilabebés con Cámara Visión Nocturna y Pantalla – Monitorización Segura del Bebé,,,,0,
B0GS77DBFS,"Lenco LBT Serie Record Players - Bluetooth, USB & Ingebouwde Voorversterker",122;673,record player|preamplifier,100;50,2,"record player(id122,100%,title) | preamplifier(id673,50%,title)"
B0GS7DZ3QL,"Platine Vinyle Lenco Série LBT avec Bluetooth, USB et Préamplificateur Intégré",122;673,record player|preamplifier,100;100,2,"record player(id122,100%,title) | preamplifier(id673,100%,title)"
B0GS7QCFWV,Platines vinyles Bluetooth Lenco – Série LBT,25;136;1;10,wireless earbuds|record player with speakers|bluetooth speaker|portable speaker,100;100;67;67,4,"wireless earbuds(id25,100%,body) | record player with speakers(id136,100%,body) | bluetooth speaker(id1,67%,body) | portable speaker(id10,67%,body)"
B0GSC6Y26L,Alecto Baby Monitor Full Eco – Audio e funzionalità moderne,,,,0,
B0GSC9C8BC,Monitor para bebés Alecto Full Eco – Audio y Funciones Modernas,,,,0,
B0GSCGW2DJ,Alecto Full Eco Babyfoon – Moderne audio en functies,,,,0,
B0GSCJ5K12,Alecto Full Eco Babyfoon – Moderne audio en functies,313,microphone,100,1,"microphone(id313,100%,body)"
B0GSCPZ77N,Alecto Full Eco Baby Monitors - Modern Audio & Features,,,,0,
B0GSCVPV4K,Alecto Full Eco Babyphone – Moderne Audio- und Funktionen,,,,0,
B0GT1X2TT4,Lenco - Turntable with Built-in Speakers and Bluetooth,7;1;136,built-in speaker|bluetooth speaker|record player with speakers,100;67;50,3,"built-in speaker(id7,100%,title) | bluetooth speaker(id1,67%,title) | record player with speakers(id136,50%,body)"
B0GT22KX9R,"Alecto BC100BUNNY - Allenatore educativo, Luce Notturna e Sveglia, Coniglietto",404,night light,100,1,"night light(id404,100%,title)"
B0GT24DFTC,"Alecto BC100BUNNY - Entrenador Educativo para Dormir, luz Nocturna y Despertador, Conejito",413,alarm clock,100,1,"alarm clock(id413,100%,title)"
B0GT24TNQG,Alecto Monkey Wecker Kinder - Kinderwecker USB Aufladbar - Kinder Wecker mit Nachtlicht - Schlaftrainer,404;413,night light|alarm clock,100;100,2,"night light(id404,100%,title) | alarm clock(id413,100%,title)"
B0GT2JDX75,Lenco Tourne-Disque avec Haut-parleurs,2,speakers,100,1,"speakers(id2,100%,body)"
B0GT72W8LH,"Lenco Alles-in-één Platenspeler met Bluetooth, Vier Ingebouwde Speakers",136;1,record player with speakers|bluetooth speaker,100;67,2,"record player with speakers(id136,100%,title) | bluetooth speaker(id1,67%,title)"
B0GT7FY7YH,Lenco Turntable with Integrated Speakers and Bluetooth,1,bluetooth speaker,100,1,"bluetooth speaker(id1,100%,title)"
B0GT7FY8JP,"Lenco Tocadiscos Todo en Uno con Altavoces Integrados (80W), Bluetooth",136,record player with speakers,100,1,"record player with speakers(id136,100%,title)"
B0GT7G7DXQ,Lenco platenspeler met geïntegreerde luidsprekers en Bluetooth,122,record player,100,1,"record player(id122,100%,title)"
B0GTMZSFK3,Alecto Sistemi di monitoraggio video per bambini e accessori per telecamere,,,,0,
B0GTN331WG,Alecto Sistemas de monitorización de bebés por Video y Accesorios para cámaras,,,,0,
B0GTN4HG4D,Alecto Systèmes de Surveillance bébé vidéo et Accessoires caméra,,,,0,
B0GTN68XNC,Video babyfoonsystemen en camera-accessoires,,,,0,
B0GTN6L686,Alecto Video Baby Monitor Systems & Camera Accessories,,,,0,
B0GTQT6ZH2,"Gastronoma 18130004 - Bollitore elettrico - 1,0 l - 1200 W - Doppia parete - Nero opaco",45;172,kettle|heating,100;50,2,"kettle(id45,100%,title) | heating(id172,50%,body)"
B0GTRLMJQH,"Gastronoma 18130006 - Bollitore con grande serbatoio dell'acqua da 1,7 litri e filtro anticalcare - Alloggiamento soft touch con superficie in acciaio inox - 2200 W - Nero",45;382;172,kettle|anti-limescale|heating,100;100;50,3,"kettle(id45,100%,title) | anti-limescale(id382,100%,title) | heating(id172,50%,body)"
B0GTWT2CZ2,Alecto DVM149 Babyphone avec Caméra – Série de Babyphones Vidéo,,,,0,
B0GTWT812C,Alecto DVM149 Monitor de Bebé con Cámara – Serie de Monitores de Bebé con Video,,,,0,
B0GTWZVR3D,Alecto DVM149 Baby Monitor with Camera – Video Babyphone Series,,,,0,
B0GTX4M15D,Alecto DVM149 Babyfoon met Camera – Video Babyfoon Serie,,,,0,
B0GV1HDBR6,Alecto Smartbaby Babyphone mit Kamera,,,,0,
B0GV4YKZ77,Lenco HiFi Plattenspieler mit Bluetooth und externen Lautsprechern,136,record player with speakers,100,1,"record player with speakers(id136,100%,title)"
B0GV4ZZ9TR,Lenco Platine Vinyle Hi-FI avec Bluetooth et Haut-parleurs externes,122,record player,100,1,"record player(id122,100%,title)"
B0GV52LFHX,Lenco giradischi Hi-Fi con Bluetooth e altoparlanti esterni,136,record player with speakers,100,1,"record player with speakers(id136,100%,title)"
B0GV52T8LM,Tocadiscos Hi-Fi Lenco con Bluetooth y Altavoces externos,136,record player with speakers,100,1,"record player with speakers(id136,100%,title)"
B0GV54DF23,Alecto Smartbaby wifi babyfoon met camera,,,,0,
B0GV55WYMD,Lenco Hi-Fi platenspeler met Bluetooth en externe luidsprekers,136;1,record player with speakers|bluetooth speaker,100;67,2,"record player with speakers(id136,100%,body) | bluetooth speaker(id1,67%,body)"
B0GV56HJJ8,Alecto Baby monitor con videocamera Wi-Fi Smartbaby,,,,0,
B0GV572C8M,Alecto Babyphone connecté Smartbaby avec caméra Wi-FI,,,,0,
B0GV57FMN3,Lenco Hi-Fi platenspeler met Bluetooth en externe luidsprekers,122,record player,100,1,"record player(id122,100%,title)"
B0GV5G4F44,Alecto Vigilabebés WiFi Smartbaby con cámara HD,,,,0,
B0GWHFBTJR,Gastronoma 18310021 - Balance de cuisine numérique - Acier inoxydable - Bol amovible - Minuterie - Capteur de température - Écran LCD,55,kitchen scale,100,1,"kitchen scale(id55,100%,title)"
B0GX2C65VD,"Gastronoma 18310019 - Forno per pizza ad aria calda, 15 funzioni, 18 l, in acciaio inox, 2000 W",42,airfryer,100,1,"airfryer(id42,100%,body)"
B0GXWH4MWN,Gastronoma Airfryer - Freidora de aire caliente 8 L - Air Fryer 1800 W - Freidora de aire caliente - Air Fryer XXL - Freidoras - Acero inoxidable,42,airfryer,100,1,"airfryer(id42,100%,title)"
B0GYFKQ99H,"Gastronoma - Cocedor de Huevos Eléctrico para 3 Huevos con Temporizador, Acero Inoxidable, Cocción Automática, Diseño Compacto, Color Plateado",487;45,egg boiler|kettle,100;86,2,"egg boiler(id487,100%,body) | kettle(id45,86%,body)"
B0GZ3KXZ2T,Lenco MC-760BK giradischi con altoparlante - giradischi 60 W - giradischi per vinili Bluetooth 5.3 - lettore di dischi - DAB+ - legno/nero,1;16;117;136;128;129;137;123;126,bluetooth speaker|wooden bluetooth speaker|mp3 player with bluetooth|record player with speakers|dab+ radio|internet radio|hifi set|stereo system|cd player,100;100;100;88;62;62;62;50;50,9,"bluetooth speaker(id1,100%,title) | wooden bluetooth speaker(id16,100%,body) | mp3 player with bluetooth(id117,100%,body) | record player with speakers(id136,88%,body) | dab+ radio(id128,62%,body) | internet radio(id129,62%,body) | hifi set(id137,62%,body) | stereo system(id123,50%,body) | cd player(id126,50%,body)"
B0H1MZ24GG,"Alecto BW800 - Calentador de biberones para bebé, 500 W, función de mantenimiento del calor, sin BPA, color blanco",45,kettle,100,1,"kettle(id45,100%,body)"
B0H1N48T5F,Alecto BW900 - Calentador de biberones para bebé - Esterilizador de biberones - 500 W - Pantalla - Blanco,,,,0,
B0H4RMTQBJ,Gastronoma Eierkocher - Eierkocher 8 Eier - Egg Cooker mit Timer - Edelstahl - Silber,487,egg boiler,100,1,"egg boiler(id487,100%,body)"
B0H4RW5THS,Alecto Flaschenwärmer Baby - Sterilisator Babyflaschen - Babyflaschen Wärmer - Display,,,,0,
B0H4WSZRVK,Alecto Chauffe-biberons pour bébé - Stérilisateur de biberons - Chauffe-biberons - Écran,172,heating,100,1,"heating(id172,100%,body)"
B0H4WZTJ9F,"Alecto BW900 - Scalda biberon, sterilizzatore per biberon, 500 W, display bianco",172,heating,100,1,"heating(id172,100%,body)"
B0H51MLNK4,Gastronoma - Cuiseur à œufs pour - Cuiseur à œufs avec minuterie - Acier inoxydable,487,egg boiler,100,1,"egg boiler(id487,100%,title)"
B0H51PMKNW,Gastronoma - Cuociuova per - Cuociuova con timer - Acciaio inossidabile,79,dishwasher,100,1,"dishwasher(id79,100%,body)"
B0H51Y9RDX,Alecto BW900 - Calentador de biberones para bebé - Esterilizador de biberones - 500 W - Pantalla - Blanco,,,,0,
B0H521Y62M,Gastronoma - Cocedor de huevos para - Cocedor de huevos con temporizador - Acero inoxidable,79,dishwasher,100,1,"dishwasher(id79,100%,body)"
B0H77JSY3L,Lenco Classic Phono Bluetooth-Plattenspieler mit 3 Geschwindigkeiten,136;133;254;1;10;27;120;123,record player with speakers|phono preamp|usb stick|bluetooth speaker|portable speaker|bluetooth headphones|turntable case|stereo system,100;83;83;67;67;67;67;67,8,"record player with speakers(id136,100%,body) | phono preamp(id133,83%,body) | usb stick(id254,83%,body) | bluetooth speaker(id1,67%,body) | portable speaker(id10,67%,body) | bluetooth headphones(id27,67%,body) | turntable case(id120,67%,body) | stereo system(id123,67%,body)"
